hostname,ip_address,status,response_time,last_tested_at,description,pendencies,failure_reason
soawsohom01,10.51.26.11,connected,231,2025-09-10 08:11:09,Conectividade OK via bastion,,
soawsohom02,10.51.26.12,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
bdaprdapp01,10.51.26.140,connected,48,2025-09-10 14:08:09,Conectividade OK via bastion,,
bdaprdapp02,10.51.26.141,connected,346,2025-09-10 18:56:09,Conectividade OK via bastion,,
wsodsshom01,10.51.26.15,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
wsodsshom02,10.51.26.16,connected,103,2025-09-10 14:35:09,Conectividade OK via bastion,,
wsomsghom01,10.51.26.17,connected,179,2025-09-10 16:07:09,Conectividade OK via bastion,,
wsomysqlhom01,10.51.26.19,connected,123,2025-09-10 12:53:09,Conectividade OK via bastion,,
ELKHL01,10.51.26.30,connected,74,2025-09-10 16:11:09,Conectividade OK via bastion,,
ELKHL02,10.51.26.31,connected,196,2025-09-10 18:12:09,Conectividade OK via bastion,,
ELKPL01,10.51.26.32,connected,278,2025-09-10 09:12:09,Conectividade OK via bastion,,
ELKPL02,10.51.26.33,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
soawsoprd01,10.51.28.11,connected,379,2025-09-10 13:25:09,Conectividade OK via bastion,,
soawsoprd02,10.51.28.12,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
soawsoprd03,10.51.28.13,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
soawsoprd04,10.51.28.14,failed,0,2025-09-09 22:02:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
wsodssprd01,10.51.28.15,connected,84,2025-09-10 15:27:09,Conectividade OK via bastion,,
wsodssprd02,10.51.28.16,failed,0,2025-09-09 21:37:09,Falha desconhecida,Executar diagnóstico manual,unknown
wsomsgprd01,10.51.28.17,failed,0,2025-09-10 01:40:09,Timeout na conexão,Verificar latência e ACLs,timeout
wsomsgprd02,10.51.28.18,connected,173,2025-09-10 11:28:09,Conectividade OK via bastion,,
wsomysqlprd01,10.51.28.20,failed,0,2025-09-10 08:11:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
ocsinventory-hom,10.51.29.100,failed,0,2025-09-10 06:36:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
ocsinventory-prd-292,10.51.29.103,connected,320,2025-09-10 11:04:09,Conectividade OK via bastion,,
Cmdb-db-prd01,10.51.29.122,connected,317,2025-09-10 11:50:09,Conectividade OK via bastion,,
appmobileprd01_NEW,10.51.29.171,connected,369,2025-09-10 15:44:09,Conectividade OK via bastion,,
appmobileprd02_NEW,10.51.29.172,connected,99,2025-09-10 18:08:09,Conectividade OK via bastion,,
cacheapp01,10.51.29.176,connected,339,2025-09-10 11:57:09,Conectividade OK via bastion,,
algarcsmtit,10.51.31.204,failed,0,2025-09-10 14:34:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
algarcsmhmg-parc02,10.51.31.206,failed,0,2025-09-10 07:50:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
algarcsmhmg-portal01,10.51.31.207,connected,333,2025-09-10 14:09:09,Conectividade OK via bastion,,
tomcatas01hom_NEW,10.51.31.41,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
tokenhom01NEW,10.51.31.44,connected,65,2025-09-10 16:16:09,Conectividade OK via bastion,,
tokenhom02New,10.51.31.45,connected,88,2025-09-10 18:08:09,Conectividade OK via bastion,,
algardeploy-prd01,10.51.31.46,failed,0,2025-09-10 16:15:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
tokenprd01,10.51.31.77,connected,371,2025-09-10 16:02:09,Conectividade OK via bastion,,
tokenprd02,10.51.31.78,failed,0,2025-09-10 00:54:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
tomcatasprd02_NEW,10.51.31.79,connected,229,2025-09-10 12:37:09,Conectividade OK via bastion,,
corp-prd-app01,10.51.31.81,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
ntf-hom-sps01,10.51.34.11,failed,0,2025-09-10 08:31:09,Falha desconhecida,Executar diagnóstico manual,unknown
ntf-hom-sps02,10.51.34.12,failed,0,2025-09-10 17:14:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
sps-hom-ws01New,10.51.34.13,connected,186,2025-09-10 11:31:09,Conectividade OK via bastion,,
sps-hom-ws02New,10.51.34.14,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
ntf-prd-sps02,10.51.34.43,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
sps-prd-ws01-NEW,10.51.34.44,connected,161,2025-09-10 18:36:09,Conectividade OK via bastion,,
sps-prd-ws02New,10.51.34.45,connected,205,2025-09-10 16:54:09,Conectividade OK via bastion,,
npapptit01,10.51.41.12,failed,0,2025-09-10 11:05:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
porthx02,10.51.41.52,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
porthx03,10.51.41.53,failed,0,2025-09-10 04:28:09,Falha desconhecida,Executar diagnóstico manual,unknown
porthx04,10.51.41.54,connected,289,2025-09-10 16:33:09,Conectividade OK via bastion,,
porthx05,10.51.41.58,connected,292,2025-09-10 14:36:09,Conectividade OK via bastion,,
porthx06,10.51.41.59,failed,0,2025-09-10 05:09:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
ebinvoiceprddav01_new,10.51.42.109,failed,0,2025-09-10 13:00:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
mysqldb,10.51.42.30,failed,0,2025-09-10 05:39:09,Timeout na conexão,Verificar latência e ACLs,timeout
ebinvoicehmgapp01,10.51.42.75,connected,348,2025-09-10 12:50:09,Conectividade OK via bastion,,
ebinvoicehmgapp02,10.51.42.76,connected,326,2025-09-10 17:11:09,Conectividade OK via bastion,,
ebinvoicehmgdav01,10.51.42.77,connected,379,2025-09-10 10:34:09,Conectividade OK via bastion,,
ebinvoicehmgdav02,10.51.42.78,connected,141,2025-09-10 08:46:09,Conectividade OK via bastion,,
mysqldbhom,10.51.48.125,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
web-ui-hom-app01,10.51.48.204,connected,372,2025-09-10 15:43:09,Conectividade OK via bastion,,
integpx01.network.ctbc,10.51.5.11,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
vEMS-238-2,10.51.5.12,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
midprddav02,10.51.51.110,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
mmetlprd01,10.51.51.143,connected,363,2025-09-10 15:58:09,Conectividade OK via bastion,,
frauddbprd01,10.51.51.152,connected,318,2025-09-10 18:10:09,Conectividade OK via bastion,,
cms01-portal-prd,10.51.52.12,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
cms02-portal-prd,10.51.52.13,connected,243,2025-09-10 11:54:09,Conectividade OK via bastion,,
portaldb01-portal-prd,10.51.52.21,connected,389,2025-09-10 15:57:09,Conectividade OK via bastion,,
app01-portal-prd,10.51.52.30,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
app02-portal-prd,10.51.52.31,failed,0,2025-09-10 02:22:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
ansible-portal-prd01,10.51.52.33,failed,0,2025-09-10 00:17:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
lb-portal-prd01,10.51.52.34,connected,354,2025-09-10 08:40:09,Conectividade OK via bastion,,
lb-portal-prd02,10.51.52.35,connected,364,2025-09-10 08:07:09,Conectividade OK via bastion,,
portal-clientesb2b-frontend-prd01,10.51.52.36,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
portal-clientesb2b-frontend-prd02,10.51.52.37,connected,281,2025-09-10 07:39:09,Conectividade OK via bastion,,
portal-prd-integrator01,10.51.52.40,failed,0,2025-09-10 19:04:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
portal-hom-integrator01,10.51.52.41,connected,57,2025-09-10 11:11:09,Conectividade OK via bastion,,
dns-privatecloud-prd01,10.51.54.12,connected,168,2025-09-10 17:50:09,Conectividade OK via bastion,,
dns-privatecloud-prd02,10.51.54.13,connected,314,2025-09-10 13:50:09,Conectividade OK via bastion,,
iac-prd-for01,10.51.54.50,failed,0,2025-09-10 03:39:09,Falha desconhecida,Executar diagnóstico manual,unknown
iac-prd-for02,10.51.54.51,connected,332,2025-09-10 13:26:09,Conectividade OK via bastion,,
ictprd01,10.51.65.10,connected,342,2025-09-10 19:20:09,Conectividade OK via bastion,,
cce-view-prd01,10.51.65.109,connected,142,2025-09-10 16:27:09,Conectividade OK via bastion,,
imeprd01,10.51.65.11,connected,244,2025-09-10 14:48:09,Conectividade OK via bastion,,
cce-view-prd02,10.51.65.110,connected,293,2025-09-10 09:33:09,Conectividade OK via bastion,,
cce-service-prd03,10.51.65.199,connected,109,2025-09-10 09:06:09,Conectividade OK via bastion,,
cce-service-prd04,10.51.65.200,connected,306,2025-09-10 08:43:09,Conectividade OK via bastion,,
CCE-ELASTIC-SEARCH-PRD02,10.51.65.209,connected,385,2025-09-10 12:32:09,Conectividade OK via bastion,,
icthml01,10.51.65.43,connected,67,2025-09-10 09:46:09,Conectividade OK via bastion,,
imehml01,10.51.65.44,connected,83,2025-09-10 18:15:09,Conectividade OK via bastion,,
cce-view-hom01,10.51.65.77,connected,98,2025-09-10 12:17:09,Conectividade OK via bastion,,
cce-view-hom02,10.51.65.78,failed,0,2025-09-09 19:50:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
icpworker-prd01,10.51.75.13,connected,138,2025-09-10 19:03:09,Conectividade OK via bastion,,
icpworker-prd02,10.51.75.14,connected,196,2025-09-10 11:22:09,Conectividade OK via bastion,,
icpworker-prd03,10.51.75.15,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
icpworkerpl-prd01,10.51.75.20,connected,331,2025-09-10 15:42:09,Conectividade OK via bastion,,
icpworkerpl-prd03,10.51.75.22,failed,0,2025-09-10 13:33:09,Falha desconhecida,Executar diagnóstico manual,unknown
icpmgmt-prd01,10.51.75.27,connected,311,2025-09-10 07:41:09,Conectividade OK via bastion,,
Terra-Form-prd01,10.51.75.30,connected,205,2025-09-10 13:25:09,Conectividade OK via bastion,,
bpmapp-prd01,10.51.75.33,connected,110,2025-09-10 18:01:09,Conectividade OK via bastion,,
bpmapp-prd02,10.51.75.34,failed,0,2025-09-10 09:59:09,Timeout na conexão,Verificar latência e ACLs,timeout
LDAP-prd01,10.51.75.39,connected,301,2025-09-10 13:18:09,Conectividade OK via bastion,,
LDAP-prd02,10.51.75.40,connected,259,2025-09-10 17:00:09,Conectividade OK via bastion,,
bpmdb-prd01,10.51.75.6,connected,294,2025-09-10 16:27:09,Conectividade OK via bastion,,
vm_tarifador_prd01,10.51.75.61,connected,218,2025-09-10 09:39:09,Conectividade OK via bastion,,
bpmdb-prd02,10.51.75.7,connected,398,2025-09-10 08:53:09,Conectividade OK via bastion,,
icpmaster-stg03,10.51.76.10,connected,329,2025-09-10 12:19:09,Conectividade OK via bastion,,
icpworkerpl-stg03,10.51.76.22,connected,323,2025-09-10 09:32:09,Conectividade OK via bastion,,
cpgr-prd01,10.51.83.109,connected,180,2025-09-10 10:31:09,Conectividade OK via bastion,,
icd-app-prd03,10.51.83.36,connected,117,2025-09-10 14:12:09,Conectividade OK via bastion,,
icd-app-prd04,10.51.83.37,failed,0,2025-09-10 08:03:09,Timeout na conexão,Verificar latência e ACLs,timeout
icd-app-prd01,10.51.83.39,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
icd-hom01,10.51.83.41,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
icd-hml02,10.51.83.42,connected,369,2025-09-10 10:39:09,Conectividade OK via bastion,,
icd-db-rep-dev01,10.51.83.44,connected,346,2025-09-10 16:35:09,Conectividade OK via bastion,,
icd-db-rep-prd01,10.51.83.45,connected,150,2025-09-10 16:39:09,Conectividade OK via bastion,,
icd-app-prd05,10.51.83.46,failed,0,2025-09-09 21:12:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
icd-app-prd06,10.51.83.53,failed,0,2025-09-09 22:37:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
cognos-db-prd01,10.51.83.56,failed,0,2025-09-10 00:49:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
cpgr-hml01,10.51.83.77,connected,395,2025-09-10 13:09:09,Conectividade OK via bastion,,
iss-lgpd-prd01,10.51.91.105,connected,307,2025-09-10 17:44:09,Conectividade OK via bastion,,
appstack-lgpd-prod01,10.51.91.106,connected,230,2025-09-10 10:45:09,Conectividade OK via bastion,,
reposit-front-lgpd-prd01,10.51.91.118,connected,92,2025-09-10 16:56:09,Conectividade OK via bastion,,
elk-lgpd-prd02,10.51.91.119,connected,199,2025-09-10 10:39:09,Conectividade OK via bastion,,
portal-titular-lgpd-prd01,10.51.91.120,connected,187,2025-09-10 15:54:09,Conectividade OK via bastion,,
master-lgpd-prd01,10.51.91.121,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
isntascan-lgpd-prd01,10.51.91.125,connected,342,2025-09-10 15:43:09,Conectividade OK via bastion,,
dnstic-prd01,10.51.94.202,connected,87,2025-09-10 12:29:09,Conectividade OK via bastion,,
dnstic-prd02,10.51.94.203,connected,132,2025-09-10 17:27:09,Conectividade OK via bastion,,
director-hml,10.51.94.215,connected,242,2025-09-10 07:33:09,Conectividade OK via bastion,,
cds1,10.51.94.221,connected,358,2025-09-10 13:20:09,Conectividade OK via bastion,,
cds2,10.51.94.222,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
acervo-prd01,10.51.94.40,failed,0,2025-09-09 20:48:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
elk-corp,10.51.95.141,connected,359,2025-09-10 09:06:09,Conectividade OK via bastion,,
VM_msfranquia_hml01,10.51.95.142,connected,234,2025-09-10 09:30:09,Conectividade OK via bastion,,
VM_msfranquia_hml02,10.51.95.143,failed,0,2025-09-10 07:21:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
VM_webfranquia_hml01,10.51.95.144,connected,284,2025-09-10 13:20:09,Conectividade OK via bastion,,
webfranquia-hml02,10.51.95.145,connected,126,2025-09-10 16:44:09,Conectividade OK via bastion,,
VM_msfranquia_prd01,10.51.95.146,connected,86,2025-09-10 09:47:09,Conectividade OK via bastion,,
VM_msfranquia_prd02,10.51.95.147,connected,202,2025-09-10 18:01:09,Conectividade OK via bastion,,
VM_webfranquia_prd01,10.51.95.148,connected,388,2025-09-10 15:07:09,Conectividade OK via bastion,,
VM_webfranquia_prd02,10.51.95.149,failed,0,2025-09-09 21:48:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
frontend-hom01_1910,10.56.6.134,connected,255,2025-09-10 13:53:09,Conectividade OK via bastion,,
airflow-hom01,10.56.6.135,connected,343,2025-09-10 07:44:09,Conectividade OK via bastion,,
backend-hom01,10.56.6.145,connected,80,2025-09-10 07:31:09,Conectividade OK via bastion,,
catprod-hml-matrix01,10.56.6.151,connected,105,2025-09-10 07:56:09,Conectividade OK via bastion,,
spark-prd-worker01,10.56.7.133,connected,381,2025-09-10 16:25:09,Conectividade OK via bastion,,
frontend-prd01,10.56.7.138,connected,157,2025-09-10 14:46:09,Conectividade OK via bastion,,
backend-prd01,10.56.7.140,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
frontend-prd02,10.56.7.143,connected,249,2025-09-10 12:26:09,Conectividade OK via bastion,,
backend-prd02,10.56.7.145,connected,200,2025-09-10 09:33:09,Conectividade OK via bastion,,
tf-catprod-prd-matrix01,10.56.7.148,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
eaq-gerencia-prd01,10.99.0.103,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
zabbix-poller-cor-prd01_v203,10.99.0.144,failed,0,2025-09-10 00:37:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
zabbix-cor-srv-prd01_v203,10.99.0.145,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
zabbix-poller-cor-prd02_v203,10.99.0.146,connected,115,2025-09-10 15:43:09,Conectividade OK via bastion,,
zabbixdbfontes_v203,10.99.0.149,connected,182,2025-09-10 13:32:09,Conectividade OK via bastion,,
corbkpcel,10.99.0.16,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
toolstelecom-cel-prd02_v203,10.99.0.38,connected,96,2025-09-10 14:39:09,Conectividade OK via bastion,,
tools-telecom-cel03-prd_NEW,10.99.0.41,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
tools-telecom-cel04-prd_NEW,10.99.0.42,connected,321,2025-09-10 07:53:09,Conectividade OK via bastion,,
zms-hom02,10.99.0.60,connected,230,2025-09-10 12:39:09,Conectividade OK via bastion,,
VM_tr069-utils,10.99.0.63,failed,0,2025-09-09 20:13:09,Chave rejeitada pelo servidor,Autorizar chave pública no servidor,key_rejected
VM_POC_TR069_v203,10.99.0.65,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
rbt-dbsrv-prd01-236_v203_v632,10.99.0.76,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
toolstelecom-cel-prd05_v203,10.99.0.85,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
toolstelecom06,10.99.0.92,connected,202,2025-09-10 18:26:09,Conectividade OK via bastion,,
spacewalk-repo-prd01_v203,10.99.1.12,connected,52,2025-09-10 08:01:09,Conectividade OK via bastion,,
cacti-capacidade-new-seta,10.99.1.222,connected,48,2025-09-10 18:49:09,Conectividade OK via bastion,,
server-trace-ula07,10.99.2.220,not_tested,,,Servidor novo ainda não testado,Fazer primeiro teste SSH,
server-trace-ula08,10.99.2.221,failed,0,2025-09-10 09:50:09,Conexão recusada,Verificar e iniciar serviço SSH,connection_refused
wiki-repositorio,10.99.2.252,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
onmsi-server-prd01,10.99.4.5,connected,356,2025-09-10 16:57:09,Conectividade OK via bastion,,
zabbix-report-server-prd01,172.20.0.103,connected,150,2025-09-10 16:59:09,Conectividade OK via bastion,,
zabbix-poller-correios-prd01,172.20.0.111,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
zabbix-srv-correios-prd01,172.20.0.113,connected,157,2025-09-10 13:05:09,Conectividade OK via bastion,,
zabbix-mysql-correios-prd01,172.20.0.114,connected,361,2025-09-10 19:07:09,Conectividade OK via bastion,,
grafana-correios-prd01,172.20.0.115,connected,96,2025-09-10 11:58:09,Conectividade OK via bastion,,
syslog-correios-prd01,172.20.0.116,failed,0,2025-09-10 08:55:09,Rede inacessível,Corrigir rota/VPN/rede,network_unreachable
portal-correios-prd01,172.20.0.117,connected,288,2025-09-10 12:07:09,Conectividade OK via bastion,,
zabbix-dck-metro-prd02,172.20.0.12,connected,113,2025-09-10 13:47:09,Conectividade OK via bastion,,
zbxdbpx02,172.20.0.121,pending,,,Aguardando liberação de firewall,Abrir porta 22 no firewall,
zbxdbapx03,172.20.0.122,pending,,,Aguardando credenciais,Provisionar e distribuir credenciais,
zbxdbapx01,172.20.0.123,connected,177,2025-09-10 16:09:09,Conectividade OK via bastion,,
ZMSPRD01,172.20.0.126,failed,0,2025-09-10 11:10:09,Falha na autenticação,Configurar chave/credenciais SSH corretas,auth_failed
